Name,RA,Dec,Alt Name,Type,Magnitude,Info,Catalog
Abell    371,40.275,-11.21666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 68,Abell
Abell    372,40.9,41.83333333,,Galaxy  Cluster,15.7 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    373,40.85,27.98333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    374,40.875,4.233333333,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 87,Abell
Abell    375,41.225,29.05,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    376,41.45,36.85,,Galaxy  Cluster,15.4 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    377,41.5,27.8,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 75,Abell
Abell    378,41.25,-3.083333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 68,Abell
Abell    379,41.375,3.4,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 58,Abell
Abell    380,41.1,-26.25,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 64,Abell
Abell    381,41.5,-0.633333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 83,Abell
Abell    382,41.775,4.3,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    383,42.025,-3.483333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 100,Abell
Abell    384,42.05,-2.266666667,,Galaxy  Cluster,18 - 10th bri glxy,Num Galaxies: 75,Abell
Abell    385,41.925,-21.8,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 34,Abell
Abell    386,42.5,-17.15,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 41,Abell
Abell    387,43.125,28.1,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    388,42.9,-3.75,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 86,Abell
Abell    389,42.825,-24.9,,Galaxy  Cluster,15.9 - 10th bri glxy,Num Galaxies: 97,Abell
Abell    390,43.2,-14.95,,Galaxy  Cluster,18 - 10th bri glxy,Num Galaxies: 46,Abell
Abell    391,43.375,-2.483333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 67,Abell
Abell    392,43.575,4.933333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    393,43.6,3.916666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 67,Abell
Abell    394,43.475,-14.63333333,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 68,Abell
Abell    395,43.625,-10.36666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 82,Abell
Abell    396,44.375,41.6,,Galaxy  Cluster,16.6 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    397,44.25,15.95,,Galaxy  Cluster,15.1 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    398,44.025,-15.66666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 64,Abell
Abell    399,44.475,13,,Galaxy  Cluster,15.6 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    400,44.4,6.016666667,,Galaxy  Cluster,13.9 - 10th bri glxy,Num Galaxies: 58,Abell
Abell    401,44.725,13.56666667,,Galaxy  Cluster,15.6 - 10th bri glxy,Num Galaxies: 90,Abell
Abell    402,44.4,-22.11666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    403,44.8,3.483333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 100,Abell
Abell    404,45.3,41.38333333,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    405,45.25,37.73333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    406,44.7,-19.61666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    407,45.425,35.81666667,,Galaxy  Cluster,14.7 - 10th bri glxy,Num Galaxies: 46,Abell
Abell    408,45.675,32.4,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 66,Abell
Abell    409,45.825,1.866666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 72,Abell
Abell    410,45.975,3.783333333,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 70,Abell
Abell    411,46.15,1,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    412,46.575,-0.166666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    413,46.65,2.25,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    414,46.525,-14.45,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    415,46.7,-12.03333333,,Galaxy  Cluster,16.3 - 10th bri glxy,Num Galaxies: 67,Abell
Abell    416,46.8,-16.71666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    417,46.9,-14.55,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 30,Abell
Abell    418,47.075,-13.71666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    419,47.125,-23.63333333,,Galaxy  Cluster,15.7 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    420,47.325,-11.51666667,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    421,47.65,9.8,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    422,47.575,-11.03333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    423,47.825,-12.1,,Galaxy  Cluster,16.6 - 10th bri glxy,Num Galaxies: 89,Abell
Abell    424,48.05,-2.633333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    425,48.975,-11.71666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    426,49.65,41.5,,Galaxy  Cluster,12.5 - 10th bri glxy,Num Galaxies: 88,Abell
Abell    427,49.55,34.43333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 66,Abell
Abell    428,49,-19.08333333,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 47,Abell
Abell    429,49.925,36.8,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 108,Abell
Abell    430,50.375,-15.33333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    431,50.4,-16.55,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 66,Abell
Abell    432,51.025,-5.8,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 108,Abell
Abell    433,51.15,-6.783333333,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 71,Abell
Abell    434,51.25,-9.45,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    435,51.5,-5.616666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 67,Abell
Abell    436,51.675,9.15,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    437,51.7,-2.716666667,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 33,Abell
Abell    438,52.15,-9.833333333,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    439,52.625,24.78333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    440,52.3,-10.6,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 61,Abell
Abell    441,52.65,-6.95,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 71,Abell
Abell    442,52.6,-12.9,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 66,Abell
Abell    443,52.9,-6.233333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    444,53.85,3.283333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 33,Abell
Abell    445,54.125,-2.866666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    446,54.3,-2.416666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    447,54.5,-5.116666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 81,Abell
Abell    448,54.675,-11.11666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 80,Abell
Abell    449,57.4,75.18333333,,Galaxy  Cluster,16.2 - 10th bri glxy,Num Galaxies: 56,Abell
Abell    450,55.425,23.48333333,,Galaxy  Cluster,16.4 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    451,55.525,-2.416666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    452,56.45,1.683333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    453,56.175,-20.01666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 86,Abell
Abell    454,56.3,-12.96666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 74,Abell
Abell    455,56.65,7.866666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 54,Abell
Abell    456,56.35,-20.71666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    457,56.4,-20.11666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 70,Abell
Abell    458,56.45,-24.26666667,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 114,Abell
Abell    459,56.525,-20.28333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 66,Abell
Abell    460,56.65,-13.68333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 70,Abell
Abell    461,57.2,27.13333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 83,Abell
Abell    462,57.075,-17.65,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 97,Abell
Abell    463,57.3,-21.56666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    464,57.375,-17.8,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 104,Abell
Abell    465,57.75,6.283333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 63,Abell
Abell    466,58.075,25.21666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 56,Abell
Abell    467,57.575,-22.25,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 46,Abell
Abell    468,58.175,21.4,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 34,Abell
Abell    469,58,-22.16666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 97,Abell
Abell    470,58.8,-4.666666667,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    471,59.875,-13.63333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    472,60.925,-17.08333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 96,Abell
Abell    473,61.125,-17.45,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 43,Abell
Abell    474,62.975,-16.68333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    475,62.225,-9.383333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 63,Abell
Abell    476,62.85,-11.2,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 61,Abell
Abell    477,63.025,-1.866666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 65,Abell
Abell    478,63.325,10.46666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 104,Abell
Abell    479,63.575,-3.416666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 43,Abell
Abell    480,63.775,0.983333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    481,63.875,-9.933333333,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 49,Abell
Abell    482,64.125,-2.116666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    483,64.025,-11.51666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    484,64.075,-7.65,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    485,64.4,4.8,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    486,65.625,-4.933333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 58,Abell
Abell    487,65.7,-24.25,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    488,66.175,-5.266666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    489,66.6,-4.583333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 33,Abell
Abell    490,66.725,-20.7,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    491,67.375,-5.033333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 56,Abell
Abell    492,70.05,76.5,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 62,Abell
Abell    493,70.225,73.78333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 80,Abell
Abell    494,67.7,-7.733333333,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 115,Abell
Abell    495,67.5,-26.35,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 49,Abell
Abell    496,68.4,-13.23333333,,Galaxy  Cluster,15.3 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    497,69.225,10.63333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 47,Abell
Abell    498,69.45,21.18333333,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    499,69.3,-20.41666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 41,Abell
Abell    500,69.725,-22.1,,Galaxy  Cluster,15.8 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    501,70.5,8.383333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 68,Abell
Abell    502,72.6,69.78333333,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 46,Abell
Abell    503,70.35,-17.18333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 64,Abell
Abell    504,70.8,6.8,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 75,Abell
Abell    505,75.05,80,,Galaxy  Cluster,15.2 - 10th bri glxy,Num Galaxies: 39,Abell
Abell    506,70.825,-9.7,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 88,Abell
Abell    507,70.8,-18.46666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    508,71.475,2,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 85,Abell
Abell    509,71.925,2.283333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 72,Abell
Abell    510,71.7,-21,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 61,Abell
Abell    511,71.675,-25.4,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    512,71.875,-18.26666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 52,Abell
Abell    513,72.05,-9.7,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    514,71.925,-20.41666667,,Galaxy  Cluster,15.2 - 10th bri glxy,Num Galaxies: 78,Abell
Abell    515,72.4,6.166666667,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 67,Abell
Abell    516,72.525,-8.8,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 61,Abell
Abell    517,72.625,-9.216666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 90,Abell
Abell    518,72.85,-10.7,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 86,Abell
Abell    519,73.45,0.666666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 48,Abell
Abell    520,73.575,2.933333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 186,Abell
Abell    521,73.55,-10.25,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 63,Abell
Abell    522,74.25,-6.133333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 66,Abell
Abell    523,74.75,8.766666667,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 124,Abell
Abell    524,74.45,-19.7,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 74,Abell
Abell    525,74.875,8.133333333,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    526,74.975,5.433333333,,Galaxy  Cluster,16.4 - 10th bri glxy,Num Galaxies: 71,Abell
Abell    527,77.575,73.68333333,,Galaxy  Cluster,15.7 - 10th bri glxy,Num Galaxies: 34,Abell
Abell    528,74.825,-9,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 40,Abell
Abell    529,75.175,6.166666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 89,Abell
Abell    530,75.125,-0.85,,Galaxy  Cluster,18.2 - 10th bri glxy,Num Galaxies: 86,Abell
Abell    531,75.325,-3.533333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    532,75.8,11.95,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 49,Abell
Abell    533,75.375,-22.6,,Galaxy  Cluster,15.8 - 10th bri glxy,Num Galaxies: 31,Abell
Abell    534,78.825,73.5,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 68,Abell
Abell    535,76.875,-2.583333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 56,Abell
Abell    536,76.95,-9.233333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 97,Abell
Abell    537,81.175,73.86666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 104,Abell
Abell    538,78.825,-15.68333333,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    539,79.15,6.45,,Galaxy  Cluster,14.4 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    540,81.375,-25.68333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 55,Abell
Abell    541,83.525,64.4,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 110,Abell
Abell    542,84.475,64.01666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 70,Abell
Abell    543,82.65,-22.4,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 78,Abell
Abell    544,82.725,-25.93333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 89,Abell
Abell    545,83.075,-11.51666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 234,Abell
Abell    546,85.625,66.45,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 68,Abell
Abell    547,84.35,-14.41666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 89,Abell
Abell    548,86.75,-25.6,,Galaxy  Cluster,13.7 - 10th bri glxy,Num Galaxies: 79,Abell
Abell    549,89.15,65.68333333,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    550,88.15,-21.06666667,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 103,Abell
Abell    551,88.725,-17.73333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 62,Abell
Abell    552,92.35,76.3,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    553,93.15,48.6,,Galaxy  Cluster,15.3 - 10th bri glxy,Num Galaxies: 30,Abell
Abell    554,94.675,67.41666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 42,Abell
Abell    555,94.3,-17.25,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    556,97.15,67.03333333,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 47,Abell
Abell    557,97.575,69.2,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 34,Abell
Abell    558,99.7,73.58333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 103,Abell
Abell    559,100.025,69.68333333,,Galaxy  Cluster,15.8 - 10th bri glxy,Num Galaxies: 33,Abell
Abell    560,100.75,67.86666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 69,Abell
Abell    561,100.975,69.01666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 33,Abell
Abell    562,102.975,69.26666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 70,Abell
Abell    563,104.475,69.01666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 84,Abell
Abell    564,105.175,69.8,,Galaxy  Cluster,16.2 - 10th bri glxy,Num Galaxies: 56,Abell
Abell    565,106.85,71.75,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    566,106.125,63.28333333,,Galaxy  Cluster,16.4 - 10th bri glxy,Num Galaxies: 127,Abell
Abell    567,105.4,32.81666667,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    568,106.9,35.03333333,,Galaxy  Cluster,15.4 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    569,107.3,48.61666667,,Galaxy  Cluster,13.8 - 10th bri glxy,Num Galaxies: 36,Abell
Abell    570,109.575,70.46666667,,Galaxy  Cluster,18 - 10th bri glxy,Num Galaxies: 101,Abell
Abell    571,109.725,71.86666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 84,Abell
Abell    572,108.55,54.65,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 37,Abell
Abell    573,109.35,67.51666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    574,110,70.95,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 102,Abell
Abell    575,112.575,79.16666667,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 45,Abell
Abell    576,110.35,55.73333333,,Galaxy  Cluster,14.4 - 10th bri glxy,Num Galaxies: 61,Abell
Abell    577,113.3,78.91666667,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 125,Abell
Abell    578,111.25,66.98333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    579,110.325,36.73333333,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 121,Abell
Abell    580,111.475,41.41666667,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    581,111.425,11.08333333,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 64,Abell
Abell    582,112.05,41.95,,Galaxy  Cluster,16.4 - 10th bri glxy,Num Galaxies: 34,Abell
Abell    583,112.2,43.01666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 106,Abell
Abell    584,112.15,26.66666667,,Galaxy  Cluster,17.3 - 10th bri glxy,Num Galaxies: 51,Abell
Abell    585,112.75,40.83333333,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 35,Abell
Abell    586,113.075,31.61666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 190,Abell
Abell    587,113.25,39.43333333,,Galaxy  Cluster,16.6 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    588,114.75,69.95,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 78,Abell
Abell    589,115.325,63.48333333,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    590,114.375,35.26666667,,Galaxy  Cluster,17.8 - 10th bri glxy,Num Galaxies: 65,Abell
Abell    591,115.5,43.95,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    592,115.65,9.35,,Galaxy  Cluster,15 - 10th bri glxy,Num Galaxies: 53,Abell
Abell    593,118,72.81666667,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 154,Abell
Abell    594,116.2,11.05,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    595,117.2,52.06666667,,Galaxy  Cluster,15.6 - 10th bri glxy,Num Galaxies: 45,Abell
Abell    596,119.175,72.61666667,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 95,Abell
Abell    597,118,35.35,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 54,Abell
Abell    598,117.725,17.65,,Galaxy  Cluster,17.4 - 10th bri glxy,Num Galaxies: 70,Abell
Abell    599,119.375,68.83333333,,Galaxy  Cluster,17.2 - 10th bri glxy,Num Galaxies: 66,Abell
Abell    600,119.1,63.75,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 33,Abell
Abell    601,118.35,34.31666667,,Galaxy  Cluster,17.6 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    602,118.325,29.35,,Galaxy  Cluster,15.8 - 10th bri glxy,Num Galaxies: 32,Abell
Abell    603,118.95,33.75,,Galaxy  Cluster,16.8 - 10th bri glxy,Num Galaxies: 54,Abell
Abell    604,119.8,61.35,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 38,Abell
Abell    605,119.075,27.38333333,,Galaxy  Cluster,16.7 - 10th bri glxy,Num Galaxies: 39,Abell
Abell    606,119.275,35.93333333,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 60,Abell
Abell    607,119.375,39.31666667,,Galaxy  Cluster,16.9 - 10th bri glxy,Num Galaxies: 49,Abell
Abell    608,120.55,63.75,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 57,Abell
Abell    609,120.575,63.51666667,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 63,Abell
Abell    610,119.825,27.1,,Galaxy  Cluster,16.4 - 10th bri glxy,Num Galaxies: 46,Abell
Abell    611,120.25,36.06666667,,Galaxy  Cluster,17.9 - 10th bri glxy,Num Galaxies: 56,Abell
Abell    612,120.25,34.8,,Galaxy  Cluster,16.5 - 10th bri glxy,Num Galaxies: 50,Abell
Abell    613,120.625,45.13333333,,Galaxy  Cluster,17.5 - 10th bri glxy,Num Galaxies: 71,Abell
Abell    614,120.275,17.95,,Galaxy  Cluster,17 - 10th bri glxy,Num Galaxies: 44,Abell
Abell    615,120.7,31.71666667,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 59,Abell
Abell    616,121.075,46.8,,Galaxy  Cluster,17.1 - 10th bri glxy,Num Galaxies: 65,Abell
Abell    617,123.55,77.3,,Galaxy  Cluster,17.7 - 10th bri glxy,Num Galaxies: 84,Abell
