Name,RA,Dec,Alt Name,Type,Magnitude,Info,Catalog
PN-G 289.3-04.0,161.18571,-63.5414,PHR J1044-6332,Planetary Nebula,,,PNG
PN-G 289.4-03.8,161.59868,-63.45238,MPA J1046-6327,Planetary Nebula,,,PNG
PN-G 289.5-03.8,161.69051,-63.46971,MPA J1046-6328,Planetary Nebula,,,PNG
PN-G 289.5-00.8,164.65058,-60.71339,PHR J1058-6042,Planetary Nebula,,,PNG
PN-G 289.6-02.1,163.65167,-62.00412,PHR J1054-6200,Planetary Nebula,,,PNG
PN-G 289.7+06.9,170.47168,-53.65098,MPA J1121-5339,Planetary Nebula,,,PNG
PN-G 289.8+00.5,166.20325,-59.62017,BMP J1104-5937,Planetary Nebula,,,PNG
PN-G 289.8+01.3,166.918,-58.9197,PHR J1107-5855,Planetary Nebula,,,PNG
PN-G 289.8+00.7,166.51479,-59.42769,MPA J1106-5925,Planetary Nebula,,,PNG
PN-G 289.8+01.2,166.919,-58.9531,PHR J1107-5857,Planetary Nebula,,,PNG
PN-G 290.1+00.7,167.00413,-59.575,PHR J1108-5934,Planetary Nebula,,,PNG
PN-G 290.1-02.5,164.2902,-62.56114,MPA J1057-6233,Planetary Nebula,,,PNG
PN-G 290.2+02.1,168.162,-58.2865,PHR J1112-5817,Planetary Nebula,,,PNG
PN-G 290.7-01.7,166.11788,-62.00719,PHR J1104-6200,Planetary Nebula,,,PNG
PN-G 291.3+08.4,173.66075,-52.72585,PHR J1134-5243,Planetary Nebula,,,PNG
PN-G 291.3+03.7,171.212,-57.1861,PHR J1124-5711,Planetary Nebula,,,PNG
PN-G 291.4+08.5,173.99995,-52.59244,PHR J1136-5235,Planetary Nebula,,,PNG
PN-G 291.6+00.8,169.79507,-60.03471,PHR J1119-6002,Planetary Nebula,,,PNG
PN-G 291.9-04.0,166.48541,-64.60751,PHR J1105-6436,Planetary Nebula,,,PNG
PN-G 292.2-00.9,169.63331,-61.84918,PHR J1118-6150,Planetary Nebula,,,PNG
PN-G 292.3+00.5,170.96283,-60.51389,PHR J1123-6030,Planetary Nebula,,,PNG
PN-G 292.4+02.1,172.20308,-59.04471,MPA J1128-5902,Planetary Nebula,,,PNG
PN-G 292.5+00.9,171.428,-60.24253,PHR1125-6014,Planetary Nebula,,,PNG
PN-G 292.4-00.7,170.34035,-61.76845,MPA J1121-6146,Planetary Nebula,,,PNG
PN-G 292.5+03.9,173.32308,-57.35972,PHR J1133-5721,Planetary Nebula,,,PNG
PN-G 292.6-00.1,170.99581,-61.27086,PHR J1123-6116,Planetary Nebula,,,PNG
PN-G 292.8+00.6,171.94783,-60.56027,PHR J1127-6033,Planetary Nebula,,,PNG
PN-G 292.9+01.0,172.45994,-60.20223,PHR J1129-6012,Planetary Nebula,,,PNG
PN-G 293.1-00.0,172.05347,-61.35087,BMP J1128-6121,Planetary Nebula,,,PNG
PN-G 293.2-09.5,163.61376,-70.21987,Fr 2-7,Planetary Nebula,,,PNG
PN-G 293.4+00.1,172.74558,-61.24751,PHR J1130-6114,Planetary Nebula,,,PNG
PN-G 294.2+01.3,175.15329,-60.36949,PHR J1140-6022,Planetary Nebula,,,PNG
PN-G 294.5+02.3,176.18331,-59.43423,MPA J1144-5926,Planetary Nebula,,,PNG
PN-G 294.6-02.6,173.40701,-64.28914,PHR J1133-6417,Planetary Nebula,,,PNG
PN-G 294.7-02.4,173.94322,-64.10521,MPA J1135-6406,Planetary Nebula,,,PNG
PN-G 295.4-04.0,174.26583,-65.79833,PHR J1137-6548,Planetary Nebula,,,PNG
PN-G 295.5-03.0,175.18383,-64.91636,PHR J1140-6454,Planetary Nebula,,,PNG
PN-G 295.6-01.5,176.28932,-63.48157,BMP J1145-6328,Planetary Nebula,,,PNG
PN-G 296.0-06.2,174.31512,-68.11246,MPA J1137-6806,Planetary Nebula,,,PNG
PN-G 296.2-00.4,178.2321,-62.56947,PHR J1152-6234,Planetary Nebula,,,PNG
PN-G 296.3+03.1,180.0679,-59.07885,KFR 1,Planetary Nebula,,,PNG
PN-G 296.5+02.7,180.14958,-59.49692,PHR1200-5929,Planetary Nebula,,,PNG
PN-G 296.7-00.2,179.44802,-62.43933,MPA J1157-6226,Planetary Nebula,,,PNG
PN-G 296.8-00.9,179.26327,-63.21218,PHR J1157-6312,Planetary Nebula,,,PNG
PN-G 296.8+04.5,181.46458,-57.77386,PHR J1205-5746,Planetary Nebula,,,PNG
PN-G 297.0-04.9,177.61497,-67.08252,PHR J1150-6704,Planetary Nebula,,,PNG
PN-G 297.0+06.5,182.37147,-55.89271,BMP J1209-5553,Planetary Nebula,,,PNG
PN-G 297.0+01.1,180.575,-61.21258,PHR J1202-6112,Planetary Nebula,,,PNG
PN-G 297.5+01.0,181.60611,-61.37891,PHR J1206-6122,Planetary Nebula,,,PNG
PN-G 297.6-01.6,180.80168,-64.0614,PHR J1203-6403,Planetary Nebula,,,PNG
PN-G 297.8+05.5,183.57911,-56.93556,PHR J1214-5656,Planetary Nebula,,,PNG
PN-G 298.2+01.8,183.20154,-60.72108,PHR J1212-6043,Planetary Nebula,,,PNG
PN-G 298.2-03.5,181.40717,-66.0058,PHR J1205-6600,Planetary Nebula,,,PNG
PN-G 298.6+01.9,184.03801,-60.65889,PHR J1216-6039,Planetary Nebula,,,PNG
PN-G 298.6-01.5,183.11673,-64.11974,PHR J1212-6407,Planetary Nebula,,,PNG
PN-G 298.7-07.5,180.73225,-70.02306,PHR J1202-7001,Planetary Nebula,,,PNG
PN-G 298.7-01.1,183.44326,-63.74971,PHR J1213-6344,Planetary Nebula,,,PNG
PN-G 299.0+03.5,185.25294,-59.12583,PHR J1221-5907,Planetary Nebula,,,PNG
PN-G 299.0-02.3,183.749,-64.9101,PHR J1214-6454,Planetary Nebula,,,PNG
PN-G 299.1-00.1,184.50367,-62.76059,PHR J1218-6245,Planetary Nebula,,,PNG
PN-G 299.1-08.4,181.41645,-71.03238,MPA J1205-7101,Planetary Nebula,,,PNG
PN-G 299.2-04.1,183.39921,-66.72019,PHR J1213-6643,Planetary Nebula,,,PNG
PN-G 299.2+01.0,185.03661,-61.57108,PHR J1220-6134,Planetary Nebula,,,PNG
PN-G 299.3-02.0,184.47114,-64.72419,PHR J1217-6443,Planetary Nebula,,,PNG
PN-G 299.3-01.1,184.78427,-63.78365,PHR J1219-6347,Planetary Nebula,,,PNG
PN-G 299.5+02.3,186.05948,-60.39247,PHR J1224-6023,Planetary Nebula,,,PNG
PN-G 299.7-01.5,185.46584,-64.21828,MPA J1221-6413,Planetary Nebula,,,PNG
PN-G 299.7+00.1,185.99133,-62.60608,PHR J1223-6236,Planetary Nebula,,,PNG
PN-G 300.1+04.1,187.48999,-58.65173,BMP J1229-5839,Planetary Nebula,,,PNG
PN-G 300.4-04.0,186.66067,-66.83028,PHR J1226-6649,Planetary Nebula,,,PNG
PN-G 300.7+04.0,188.71751,-58.72282,PHR J1234-5843,Planetary Nebula,,,PNG
PN-G 301.0+06.1,189.38718,-56.67943,PHR J1237-5640,Planetary Nebula,,,PNG
PN-G 301.1-00.4,188.83931,-63.30017,MPA J1235-6318,Planetary Nebula,,,PNG
PN-G 301.2-04.0,188.56847,-66.86365,PHR J1234-6651,Planetary Nebula,,,PNG
PN-G 301.3+09.0,190.18457,-53.79061,MPA J1240-5347,Planetary Nebula,,,PNG
PN-G 301.5+02.0,189.94283,-60.80481,MPA J1239-6048,Planetary Nebula,,,PNG
PN-G 301.9-02.1,190.6009,-64.99019,MPA J1242-6459,Planetary Nebula,,,PNG
PN-G 302.0-01.6,190.83083,-64.46697,MPA J1243-6428,Planetary Nebula,,,PNG
PN-G 302.1+00.3,191.11425,-62.52189,RCW 69,Planetary Nebula,,,PNG
PN-G 302.2-03.1,191.24802,-66.01724,PHR J1244-6601,Planetary Nebula,,,PNG
PN-G 302.3-00.5,191.61208,-63.40781,WRAY 17-56,Planetary Nebula,,,PNG
PN-G 302.6-01.3,192.31035,-64.24083,MPA J1249-6414,Planetary Nebula,,,PNG
PN-G 302.7-00.9,192.51835,-63.78115,PHR J1250-6346,Planetary Nebula,,,PNG
PN-G 302.8-04.7,192.60195,-67.61165,PHR J1250-6736,Planetary Nebula,,,PNG
PN-G 303.1+01.3,193.24332,-61.5017,PHR J1252-6130,Planetary Nebula,,,PNG
PN-G 303.3+00.0,193.82396,-62.85056,PHR J1255-6251,Planetary Nebula,,,PNG
PN-G 303.6+01.9,194.29,-60.87683,PHR J1257-6052,Planetary Nebula,,,PNG
PN-G 303.6+00.5,194.46385,-62.27005,PHR J1257-6216,Planetary Nebula,,,PNG
PN-G 304.1+06.4,195.0885,-56.36067,PHR J1300-5621,Planetary Nebula,,,PNG
PN-G 304.5+02.4,196.05533,-60.41586,PHR J1304-6024,Planetary Nebula,,,PNG
PN-G 304.7-02.1,197.25715,-64.95495,PHR J1309-6457,Planetary Nebula,,,PNG
PN-G 304.8-01.4,197.37861,-64.25888,MPA J1309-6415,Planetary Nebula,,,PNG
PN-G 305.1-03.8,198.33583,-66.66208,PHR J1313-6639,Planetary Nebula,,,PNG
PN-G 305.3+03.0,197.58179,-59.75293,Wray 17-58,Planetary Nebula,,,PNG
PN-G 305.3-03.1,198.82792,-65.91717,PHR J1315-6555,Planetary Nebula,,,PNG
PN-G 305.3-04.9,199.26325,-67.68611,MPA J1317-6741,Planetary Nebula,,,PNG
PN-G 305.6-00.9,198.87647,-63.64543,MPA J1315-6338,Planetary Nebula,,,PNG
PN-G 305.9+04.6,198.51741,-58.10806,PHR J1314-5806,Planetary Nebula,,,PNG
PN-G 305.9-01.2,199.71092,-63.98168,PHR J1318-6358,Planetary Nebula,,,PNG
PN-G 305.9-01.6,199.85007,-64.31479,MPA J1319-6418,Planetary Nebula,,,PNG
PN-G 306.4-00.8,200.73064,-63.50944,BMP J1322-6330,Planetary Nebula,,,PNG
PN-G 306.4-02.1,201.13419,-64.80361,PHR J1324-6448,Planetary Nebula,,,PNG
PN-G 306.4-01.6,201.04865,-64.30311,PHR J1324-6418,Planetary Nebula,,,PNG
PN-G 306.6-00.7,201.0698,-63.33499,MPA J1324-6320,Planetary Nebula,,,PNG
PN-G 306.7+06.6,199.57786,-56.01998,PHR J1318-5601,Planetary Nebula,,,PNG
PN-G 306.7-01.5,201.63621,-64.11954,MPA J1326-6407,Planetary Nebula,,,PNG
PN-G 307.0-06.6,204.30906,-69.13726,PHR J1337-6908,Planetary Nebula,,,PNG
PN-G 307.0-02.0,202.54561,-64.64083,MPA J1330-6438,Planetary Nebula,,,PNG
PN-G 307.1+01.5,201.59045,-61.05222,PHR J1326-6103,Planetary Nebula,,,PNG
PN-G 307.2-05.3,204.34342,-67.85191,MPA J1337-6751,Planetary Nebula,,,PNG
PN-G 307.3+02.0,201.80834,-60.53612,PHR J1327-6032,Planetary Nebula,,,PNG
PN-G 307.3-01.6,203.02342,-64.20808,PHR J1332-6412,Planetary Nebula,,0.1 arc min,PNG
PN-G 307.3+02.0a,201.87673,-60.53291,MPA J1327-6031,Planetary Nebula,,,PNG
PN-G 307.4+00.6,202.46087,-61.84385,BMP J1329-6150,Planetary Nebula,,,PNG
PN-G 307.7-03.1,204.46304,-65.58842,PHR J1337-6535,Planetary Nebula,,,PNG
PN-G 307.7-01.3,203.78782,-63.81581,PHR J1335-6349,Planetary Nebula,,,PNG
PN-G 307.8-02.5,204.60882,-64.94503,PKP1338-6456,Planetary Nebula,,,PNG
PN-G 308.1-00.5,204.47861,-62.98175,MPA J1337-6258,Planetary Nebula,,,PNG
PN-G 308.2+03.5,203.05831,-58.86057,PHR J1332-5851,Planetary Nebula,,,PNG
PN-G 308.2-02.1,205.28127,-64.46502,PHR J1341-6427,Planetary Nebula,,,PNG
PN-G 308.3+02.1,203.7625,-60.26278,PHR J1335-6015,Planetary Nebula,,,PNG
PN-G 308.5+04.6,203.37784,-57.74498,PHR J1333-5744,Planetary Nebula,,,PNG
PN-G 308.5+02.5,204.096,-59.89011,PHR J1336-5953,Planetary Nebula,,,PNG
PN-G 308.8-02.0,206.67243,-64.31273,MPA J1346-6418,Planetary Nebula,,,PNG
PN-G 309.5+00.8,206.65906,-61.27418,PHR J1346-6116,Planetary Nebula,,,PNG
PN-G 309.6-04.8,210.15425,-66.79953,MPA J1400-6647,Planetary Nebula,,,PNG
PN-G 309.8-01.6,208.59308,-63.62161,MPA J1354-6337,Planetary Nebula,,,PNG
PN-G 310.0-03.1,209.95307,-65.02485,MPA J1359-6501,Planetary Nebula,,,PNG
PN-G 310.1-03.7,210.54166,-65.59278,PHR J1402-6535,Planetary Nebula,,,PNG
PN-G 310.6+00.2,209.18669,-61.66224,PHR J1356-6139,Planetary Nebula,,,PNG
PN-G 310.8-02.3,211.10566,-64.06581,MPA J1404-6403,Planetary Nebula,,,PNG
PN-G 311.2-02.7,212.37137,-64.36555,PHR J1409-6421,Planetary Nebula,,,PNG
PN-G 311.4-03.4,213.32708,-64.90317,PHR J1413-6454,Planetary Nebula,,,PNG
PN-G 311.5-01.2,212.10458,-62.83414,PHR J1408-6250,Planetary Nebula,,,PNG
PN-G 311.7+07.3,207.94331,-54.495,PHR J1351-5429,Planetary Nebula,,,PNG
PN-G 311.7-00.9,212.1971,-62.49941,Wray 17-64,Planetary Nebula,,,PNG
PN-G 312.0+04.1,209.91582,-57.48029,PHR J1359-5728,Planetary Nebula,,,PNG
PN-G 312.1+00.3,212.22158,-61.10454,PHR J1408-6106,Planetary Nebula,,,PNG
PN-G 312.3+05.7,209.69018,-55.87956,BMP J1358-5552,Planetary Nebula,,,PNG
PN-G 313.0+03.2,212.20582,-58.07341,MPA J1408-5804,Planetary Nebula,,,PNG
PN-G 313.3+03.0,212.98502,-58.19766,MPA J1411-5811,Planetary Nebula,,,PNG
PN-G 313.4+06.2,211.38436,-55.12903,MPA J1405-5507,Planetary Nebula,,,PNG
PN-G 313.5+02.2,213.67048,-58.95113,PHR J1414-5857,Planetary Nebula,,,PNG
PN-G 313.8-05.7,220.69396,-66.25062,BMP J1442-6615,Planetary Nebula,,,PNG
PN-G 313.8-01.7,217.21181,-62.57026,MPA J1428-6234,Planetary Nebula,,,PNG
PN-G 313.9+01.4,215.02709,-59.56504,PHR J1420-5933,Planetary Nebula,,,PNG
PN-G 313.9+02.8,214.157,-58.15894,PHR J1416-5809,Planetary Nebula,,,PNG
PN-G 314.0-02.1,217.71906,-62.85439,MPA J1430-6251,Planetary Nebula,,,PNG
PN-G 314.3-03.4,219.44947,-63.93387,PHR J1437-6356,Planetary Nebula,,,PNG
PN-G 314.4+01.3,215.99879,-59.39386,BMP J1423-5923,Planetary Nebula,,,PNG
PN-G 314.5-01.0,218.03833,-61.64669,PHR J1432-6138,Planetary Nebula,,,PNG
PN-G 314.6-00.1,217.47004,-60.73253,PHR J1429-6043,Planetary Nebula,,,PNG
PN-G 314.8-03.6,220.7929,-63.91273,PHR J1443-6354,Planetary Nebula,,,PNG
PN-G 314.9+00.5,217.43292,-60.05472,PHR J1429-6003,Planetary Nebula,,,PNG
PN-G 315.2-01.3,219.57537,-61.66723,PHR J1438-6140,Planetary Nebula,,,PNG
PN-G 315.4-08.4,227.59175,-67.90669,PHR J1510-6754,Planetary Nebula,,,PNG
PN-G 315.7-04.2,223.1507,-64.03945,Wray 16-158,Planetary Nebula,,,PNG
PN-G 315.7-01.1,220.38402,-61.2383,MPA J1441-6114,Planetary Nebula,,,PNG
PN-G 315.8-05.5,224.8255,-65.18695,PHR J1459-6511,Planetary Nebula,,,PNG
PN-G 315.9+00.3,219.47167,-59.82362,PHR J1437-5949,Planetary Nebula,,,PNG
PN-G 315.9+08.2,214.38396,-52.43917,MeWe 1-4,Planetary Nebula,,,PNG
PN-G 316.0+02.9,217.60419,-57.36269,MPA J1430-5721,Planetary Nebula,,,PNG
PN-G 316.3-01.6,221.9076,-61.45638,PHR J1447-6127,Planetary Nebula,,,PNG
PN-G 316.3+08.8,214.60746,-51.74423,PHR J1418-5144,Planetary Nebula,,,PNG
PN-G 316.7+01.6,219.85414,-58.26706,MPA J1439-5816,Planetary Nebula,,,PNG
PN-G 316.7-05.8,227.027,-64.93022,MPA J1508-6455,Planetary Nebula,,,PNG
PN-G 316.9-02.2,223.51417,-61.77499,PHR J1454-6146,Planetary Nebula,,,PNG
PN-G 316.9+04.1,218.36104,-55.95522,PHR J1433-5557,Planetary Nebula,,,PNG
PN-G 316.9+01.8,220.11409,-58.0386,MPA J1440-5802,Planetary Nebula,,,PNG
PN-G 317.0-04.0,225.67135,-63.2503,PHR J1502-6315,Planetary Nebula,,,PNG
PN-G 317.2+08.6,216.13582,-51.6444,PHR J1424-5138,Planetary Nebula,,,PNG
PN-G 317.3-03.8,225.99463,-62.96192,PHR J1503-6257,Planetary Nebula,,,PNG
PN-G 317.5+00.8,221.92411,-58.64473,PHR J1447-5838,Planetary Nebula,,,PNG
PN-G 317.8+05.2,219.11906,-54.49867,MPA J1436-5429,Planetary Nebula,,,PNG
PN-G 318.2+02.3,221.79157,-57.06249,PHR J1447-5703,Planetary Nebula,,,PNG
PN-G 318.2-02.3,226.16497,-61.21974,PHR J1504-6113,Planetary Nebula,,,PNG
PN-G 318.7+05.6,220.17702,-53.83666,PHR J1440-5350,Planetary Nebula,,,PNG
PN-G 318.8+01.8,223.35338,-57.24694,PHR J1453-5714,Planetary Nebula,,,PNG
PN-G 318.9+00.7,224.39867,-58.20249,PHR J1457-5812,Planetary Nebula,,,PNG
PN-G 319.0-02.7,227.83736,-61.148,MPA J1511-6108,Planetary Nebula,,,PNG
PN-G 319.3-02.6,228.40211,-60.86792,BMP J1513-6052,Planetary Nebula,,,PNG
PN-G 319.5-01.0,226.96021,-59.42083,PHR J1507-5925,Planetary Nebula,,,PNG
PN-G 319.5-04.1,230.31951,-62.05909,PHR1521-6203,Planetary Nebula,,,PNG
PN-G 319.8+04.3,222.90663,-54.54061,PHR J1451-5432,Planetary Nebula,,,PNG
PN-G 320.0+03.9,223.42089,-54.80247,PHR J1453-5448,Planetary Nebula,,,PNG
PN-G 320.1-02.7,229.85491,-60.54389,PHR J1519-6032,Planetary Nebula,,,PNG
PN-G 320.6-04.8,233.24698,-62.05111,PHR J1532-6203,Planetary Nebula,,,PNG
PN-G 320.7+04.2,224.25951,-54.23284,BMP J1457-5413,Planetary Nebula,,,PNG
PN-G 321.1-02.7,231.48084,-60.04115,PHR J1525-6002,Planetary Nebula,,,PNG
PN-G 321.1-05.1,234.44125,-61.99667,PHR J1537-6159,Planetary Nebula,,,PNG
PN-G 321.2-03.5,232.45257,-60.58109,PHR1529-6034,Planetary Nebula,,,PNG
PN-G 321.2-01.9,230.7427,-59.2957,MPA J1522-5917,Planetary Nebula,,,PNG
PN-G 321.4+02.6,226.77514,-55.28044,MPA J1507-5516,Planetary Nebula,,,PNG
PN-G 321.4-05.1,234.96788,-61.78959,MPA J1539-6147,Planetary Nebula,,,PNG
PN-G 322.0-01.3,231.49747,-58.38386,BMP J1525-5823,Planetary Nebula,,,PNG
PN-G 322.1-01.6,232.03038,-58.52838,PHR J1528-5831,Planetary Nebula,,,PNG
PN-G 322.2-00.4,230.74553,-57.49981,PP J1522-5729,Planetary Nebula,,,PNG
PN-G 322.2-00.7,231.10017,-57.77246,PM 1-90,Planetary Nebula,,,PNG
PN-G 322.4-00.1a,230.8439,-57.18006,MPA J1523-5710,Planetary Nebula,,,PNG
PN-G 322.5+01.5,229.35267,-55.63958,MPA J1517-5538,Planetary Nebula,,,PNG
PN-G 322.7+02.6,228.64327,-54.60388,PHR J1514-5436,Planetary Nebula,,,PNG
PN-G 322.7-01.4,232.712,-58.02465,MPA J1530-5801,Planetary Nebula,,,PNG
PN-G 322.9-02.1,233.68836,-58.49722,PHR J1534-5829,Planetary Nebula,,,PNG
PN-G 323.1+01.6,230.12414,-55.29536,MPA J1520-5517,Planetary Nebula,,,PNG
PN-G 323.5+01.1,231.27555,-55.47286,MPA J1525-5528,Planetary Nebula,,,PNG
PN-G 323.7-04.8,238.097,-60.15477,PHR J1552-6009,Planetary Nebula,,,PNG
PN-G 324.0-01.6,234.89496,-57.45064,PHR J1539-5727,Planetary Nebula,,,PNG
PN-G 324.1-01.3,234.79418,-57.16413,MPA J1539-5709,Planetary Nebula,,,PNG
PN-G 324.4+03.8,230.11461,-52.72356,PHR J1520-5243,Planetary Nebula,,,PNG
PN-G 324.9+06.5,228.49239,-50.16774,BMP J1513-5010,Planetary Nebula,,,PNG
PN-G 325.3-02.9,238.29662,-57.63644,PHR J1553-5738,Planetary Nebula,,,PNG
PN-G 325.4-01.0,236.2362,-56.11862,PHR J1544-5607,Planetary Nebula,,,PNG
PN-G 325.5-01.6,237.08878,-56.49887,PHR J1548-5629,Planetary Nebula,,,PNG
PN-G 325.6-02.1,237.83447,-56.89752,PHR J1551-5653,Planetary Nebula,,,PNG
PN-G 325.6-01.8,237.51916,-56.65363,FP J1550-5639,Planetary Nebula,,,PNG
PN-G 325.7+02.2,233.33601,-53.31688,BMP J1533-5319,Planetary Nebula,,,PNG
PN-G 325.8-05.4,242.03946,-59.2284,BMP J1608-5913,Planetary Nebula,,,PNG
PN-G 325.9+09.4,227.43506,-47.1187,BMP J1509-4707,Planetary Nebula,,,PNG
PN-G 325.9-01.7,237.82884,-56.35556,vBe 2,Planetary Nebula,,,PNG
PN-G 326.0-02.4,238.71246,-56.86608,FP J1554-5651,Planetary Nebula,,,PNG
PN-G 326.4+01.5,234.95582,-53.42363,PHR J1539-5325,Planetary Nebula,,,PNG
PN-G 326.5-03.4,240.61455,-57.23562,PHR J1602-5714,Planetary Nebula,,,PNG
PN-G 326.6+05.7,231.30868,-49.96128,BMP J1525-4957,Planetary Nebula,,,PNG
PN-G 327.1+01.9,235.37298,-52.7302,PM 1-99,Planetary Nebula,,,PNG
PN-G 327.1-09.2,249.42457,-60.98335,PHR J1637-6059,Planetary Nebula,,,PNG
PN-G 327.1-02.0,239.79624,-55.87166,MPA J1559-5552,Planetary Nebula,,,PNG
PN-G 327.2-02.5,240.44836,-56.14044,MPA J1601-5608,Planetary Nebula,,,PNG
PN-G 327.3-02.5,240.52952,-56.06182,MPA J1602-5603a,Planetary Nebula,,,PNG
PN-G 327.3-02.2,240.28017,-55.88919,BMP J1601-5553,Planetary Nebula,,,PNG
PN-G 327.4-02.5,240.73518,-56.05017,MPA J1602-5603b,Planetary Nebula,,,PNG
PN-G 327.5-02.2,240.54658,-55.72517,MPA J1602-5543,Planetary Nebula,,,PNG
PN-G 328.0+01.8,236.79083,-52.24528,PHR J1547-5214,Planetary Nebula,,,PNG
PN-G 328.1-01.9,240.98255,-55.08901,MPA J1603-5505,Planetary Nebula,,,PNG
PN-G 328.2-03.9,243.46518,-56.55439,BMP J1613-5633,Planetary Nebula,,,PNG
PN-G 328.3+00.7,238.23672,-52.90336,PHR J1552-5254,Planetary Nebula,,,PNG
PN-G 328.5+06.0,233.39163,-48.57347,PHR J1533-4834,Planetary Nebula,,,PNG
PN-G 328.5+06.2,233.27863,-48.41239,PHR J1533-4824,Planetary Nebula,,,PNG
PN-G 328.7-04.6,244.97851,-56.63724,MPA J1619-5638,Planetary Nebula,,,PNG
PN-G 329.1-01.4,241.66139,-54.12251,MPA J1606-5407,Planetary Nebula,,,PNG
PN-G 329.4-03.5,244.60563,-55.40381,PHR J1618-5524,Planetary Nebula,,,PNG
PN-G 329.5-00.8,241.40589,-53.33169,MPA J1605-5319,Planetary Nebula,,,PNG
PN-G 329.6-02.7,243.8345,-54.62333,PHR J1615-5437,Planetary Nebula,,,PNG
PN-G 329.7+06.9,234.01544,-47.19253,PHR J1536-4711,Planetary Nebula,,,PNG
PN-G 329.7+01.4,239.28079,-51.46695,PHR J1557-5128,Planetary Nebula,,,PNG
PN-G 329.8-02.8,244.11834,-54.63282,PHR J1616-5437,Planetary Nebula,,,PNG
PN-G 329.8-02.1,243.2585,-54.10897,BMP J1613-5406,Planetary Nebula,,,PNG
PN-G 329.8-03.0,244.33252,-54.75335,PHR J1617-5445,Planetary Nebula,,,PNG
PN-G 329.9+03.7,237.21726,-49.61329,BMP J1548-4936,Planetary Nebula,,,PNG
PN-G 330.1+02.6,238.53706,-50.37754,MPA J1554-5022,Planetary Nebula,,,PNG
PN-G 330.2+04.2,237.11021,-49.059,PHR J1548-4903,Planetary Nebula,,,PNG
PN-G 330.2+12.3,230.35823,-42.46886,BMP J1521-4228,Planetary Nebula,,,PNG
PN-G 330.4+02.5,238.98584,-50.23562,PHR J1555-5014,Planetary Nebula,,,PNG
PN-G 330.7+02.7,239.13822,-49.92081,FP J1556-4955,Planetary Nebula,,,PNG
PN-G 330.7-02.0,244.2259,-53.41112,Wray 17-75,Planetary Nebula,,,PNG
PN-G 330.8-01.4,243.84082,-52.90364,PHR J1615-5254,Planetary Nebula,,,PNG
PN-G 331.2+00.0,242.58797,-51.51502,PHR J1610-5130,Planetary Nebula,,,PNG
PN-G 331.3+01.6,240.9737,-50.28108,PHR J1603-5016,Planetary Nebula,,,PNG
PN-G 331.8-02.3,246.01205,-52.83483,MPA J1624-5250,Planetary Nebula,,,PNG
PN-G 332.0+04.2,239.15081,-47.89468,PHR J1556-4753,Planetary Nebula,,,PNG
PN-G 332.0-04.3,248.58541,-54.08443,PHR J1634-5405,Planetary Nebula,,,PNG
PN-G 332.0-01.0,244.67831,-51.7959,MPA J1618-5147,Planetary Nebula,,,PNG
PN-G 332.1-05.8,250.73247,-55.03107,PHR J1642-5501,Planetary Nebula,,,PNG
PN-G 332.3+07.0,236.93696,-45.54744,PHR J1547-4533,Planetary Nebula,,,PNG
PN-G 332.3-00.9,244.98953,-51.52975,PHR J1619-5131,Planetary Nebula,,,PNG
PN-G 332.4-01.4,245.64173,-51.74886,BMP J1622-5144,Planetary Nebula,,,PNG
PN-G 332.5-02.2,246.60082,-52.28272,PHR J1626-5216,Planetary Nebula,,,PNG
PN-G 333.0+05.0,239.56092,-46.62834,PHR J1558-4637,Planetary Nebula,,,PNG
PN-G 333.2-00.6,245.66916,-50.64498,PHR J1622-5038,Planetary Nebula,,,PNG
PN-G 333.4-04.3,250.26825,-53.04019,PHR J1641-5302,Planetary Nebula,,,PNG
PN-G 333.7-05.9,252.54871,-53.83969,PHR J1650-5350,Planetary Nebula,,,PNG
PN-G 333.7+03.2,242.05253,-47.49652,MPA J1608-4729,Planetary Nebula,,,PNG
PN-G 333.8-11.2,260.321,-56.9081,Fr 2-12,Planetary Nebula,,,PNG
PN-G 334.0+00.7,244.95874,-49.11442,PHR J1619-4907,Planetary Nebula,,,PNG
PN-G 334.0+02.4,243.16929,-47.83727,BMP J1612-4750,Planetary Nebula,,,PNG
PN-G 334.2-06.2,253.60425,-53.64556,PHR J1654-5338,Planetary Nebula,,,PNG
PN-G 334.3-02.3,248.67097,-51.03511,BMP J1634-5102,Planetary Nebula,,,PNG
PN-G 334.3-13.4,264.14008,-57.60656,PHR J1736-5736,Planetary Nebula,,,PNG
PN-G 334.3+04.2,241.77213,-46.33221,PHR J1607-4619,Planetary Nebula,,,PNG
PN-G 334.4+02.3,243.71792,-47.70309,BMP J1614-4742,Planetary Nebula,,,PNG
PN-G 334.6-06.7,254.57102,-53.69578,MPA J1658-5341,Planetary Nebula,,,PNG
PN-G 334.8-07.9,256.41194,-54.25533,FP J1705-5415,Planetary Nebula,,,PNG
PN-G 334.8-03.6,250.84836,-51.49127,BMP J1643-5129,Planetary Nebula,,,PNG
PN-G 334.9-12.8,263.74633,-56.82335,PHR J1734-5649,Planetary Nebula,,,PNG
PN-G 335.4-01.9,249.43702,-49.96387,PHR J1637-4957,Planetary Nebula,,,PNG
PN-G 335.8-01.6,249.5075,-49.45533,MPA J1638-4927,Planetary Nebula,,,PNG
PN-G 335.9-01.3,249.30912,-49.18776,MPA J1637-4911,Planetary Nebula,,,PNG
